msno,churn_probability,reason_1,category_1,reason_2,category_2,reason_3,category_3
wssWbyKJuPzP90QvtEfDeIsG7/W6pb3gU4MBmu0ylA4=,0.1884,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
1pbrR8fCYLXvtakQd5SOga2s+FZeGJhYgihcWUym4VA=,0.4939,자동 결제 해지 또는 미설정,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
6NDP/mJ09KJgVo85udCOy4wsADtdu7RMmw9cSUz9y24=,0.184,결제 및 갱신 횟수 부족,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독
3nwN+TM1G2XE76fEjAXbGuaAanBpcBaKtbvBvGsAY70=,0.0925,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
bheHQnNOMGMCWrJ25/rOTeZaJMnvszTaQXKjho3gKTA=,0.1141,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
jfYU6cMpD/1DXrxIL20jx+DkgYqg6HQ4tYlXSf8itZo=,0.1199,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,전체 스트리밍 곡 수 부족,콘텐츠 이용 습관
U8Tb4xkHPlrMQXSZT+gkvpDrWfA7XQnQ80U3rDAvWf0=,0.9513,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,플랜 가격 관련 요인,결제 및 구독
2K9CtYXbu4/GG8P4vNVG4DFiyy8sqjei99+iEf8cFtM=,0.0889,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
axa4ptfDvEhrLa3Dnd6F9tPJm5wEqIMhUsz4RUnPwbg=,0.1398,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
Z1t25yDMIR53p5MslrdD7o6kZr34E5YsKhQ4sD1IoXw=,0.76,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,결제 및 갱신 횟수 부족,결제 및 구독
DWKvg7L2jpTxbsONgW+56L/CkKRDPBBxrqEyIF1dVH0=,0.5271,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
F1xSXp7LFdK9gDATt4xLn57+8pCXKT5zZVq7hWkadEA=,0.6488,자동 결제 해지 또는 미설정,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
HSgYucxR921a2P/WgbAkuzkETCQF9IX1nthASPac824=,0.1141,특정 결제 수단 이용 특성,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,전체 스트리밍 시간 부족,활동 및 참여
YalJ9Q+msl3FB3wK7VHMsJDSfAfhld2yt5lSHNQeHc0=,0.1343,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
7q/eFnyA4/V+UnCS9Dkf1+l8BqKJYVe2VZdPRKwbdjY=,0.096,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
h0YleWDYaxMT1oWA6FEr4GjypX21BZZe9VZf6CIAGAc=,0.154,서비스 가입 기간(장기/단기) 특성,활동 및 참여,지역적 인구 통계 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
KfLGnOmvsypOOmAfIVJ3c+Ld1/f5ACgPOW2FA0y0oqc=,0.4508,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
kmSfHJhFup/+LkpDS/FJxh25gemZAqY1qKwELSRpC6I=,0.0906,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
cD1RJnDTaVpBdjTy2HL5KMq0j0x9nhb5YRRiB3NOet8=,0.1436,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
dRSJ0mLNiCq45XK89ie5fp8SsW867FMXZAN55CAsuK8=,0.9766,직접적인 서비스 취소 요청 발생,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
zao7Dbjt+h3mXvH+2t0KxwASJk76CcTM6kZVApAaQsA=,0.1523,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
IBtTByZCvZBXSqPP2j9K1aOtlB0TvjTXAaZzTCyp0Ng=,0.1212,특정 가입 경로(플랫폼) 특성,사용자 프로필,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
ZBOuLWBuH483C7QdqtorLL89K3kKAFszGec338j9pU8=,0.9881,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,실제 결제 금액 관련 특이점,결제 및 구독
6Idx7MCUDakSqdsAohnx3dm3Ao3iP0bAROS0S6V+Bpc=,0.0292,서비스 가입 기간(장기/단기) 특성,활동 및 참여,num_unq,기타,전체 스트리밍 시간 부족,활동 및 참여
AgdwJlcLfeCtoz5jb9R+4CnEs+VqFhZcS41JryAsN/E=,0.0851,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
7IrkOmuenJlqFMWl0TEnHlnX4jLYQXgcJJ7ugwup2Dk=,0.9689,직접적인 서비스 취소 요청 발생,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
bZ7LvDJD0JGnzQdFTqWWraxQBceC7IPZYpwIq6EYLXs=,0.5348,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
F+3oZmcoGz97B7zIJwNM+I4iBb8vEv5ta6eL9iMpp3s=,0.0892,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
tgygNiI6tFeyl9Yv0N2eeuG9R2S23gu38kRu4vw1SoU=,0.4619,자동 결제 해지 또는 미설정,결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
hrQ45c+Lch7fe//IDxIA2ITq3p3u6IlGfJ3SkcV1XKg=,0.1899,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
e/28nZyplWzkRJls8kVT9kL6vFvGVMUXi5uZqPyejrU=,0.1458,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
N3FN8fefwoE6bY9x8G6REiCr2e1atJ1CTC0ehZTudzo=,0.1276,50% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
APR5+rSav9C2J+oXYVpmizcluIZTJ4MkaMtHURUSQmo=,0.1635,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
90+nDdEdUTIhPVB87dbUaejF7m3CAVI9lPOp/XsZzc4=,0.4578,자동 결제 해지 또는 미설정,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
sgWTZUBcJQAcJOvGJ1WS4iYBX2Wz+4kkTiieyC/fpr4=,0.9635,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
UqfGMONHvaFKewAJCRLZdl0hECfvLtZ5zbyys5jY0ds=,0.1248,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
I/yDoLNDpw+QIeX850QURUeK99m24JyvP/0A9j/Mbkw=,0.0918,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
v3vaNIY0isv0Ed6dyGE15HOIQJUX3+mdp8uSzoDNwbs=,0.174,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
SEugQmTC7K93pVBxSuNnV5L1GdIJ+ScgBQ6NungAMpA=,0.2041,결제 및 갱신 횟수 부족,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
jk5Kfo6MuD+CLmrJtTFho2H86h8SdfPmI9sDxHEZ7vg=,0.3604,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
mxCHCLJcvRQ5A7bE7Bj6KUmA9h0pYEPoKRmed+UEg3s=,0.1295,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
CgG4DYazp5PqzJJ17nc0s3vwsB3FUWJf1gl2csZIlKQ=,0.1472,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
vvwXHtsqpC2ghsdd30POW4CdwctcRDwo1fc/+eReJ3g=,0.2761,실제 결제 금액 관련 특이점,결제 및 구독,지역적 인구 통계 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
zz6FVyCbt/cowrJOn8x/OB4aowRrQFLzDrlo/ULtB+U=,0.8065,직접적인 서비스 취소 요청 발생,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
U62ayhCDXJ1cM+4CAsuFsZLD0XKjXNh+MlzS8J/BCfA=,0.9967,결제 플랜 기간 (단기 이용 등),결제 및 구독,자동 결제 해지 또는 미설정,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
78DAYeiKV6Q6UaAJ3KpyvXtZe8hmEDfWL2IAhKOlCTc=,0.0889,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
+nvzYpoj+I7kjjZZuZWhLrPX8wsFDYuWTwOid00l1Ro=,0.9434,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
7N+jEL2KhbukLB1dEV+tB7d+JCPhosoBb81uAADRLsk=,0.9421,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독
CHelUGjfjB851F5B2h/fbeyETuzBobLeuyr66UcbKHo=,0.4605,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
toonA05bEW7Q14OO7GBbkwhnShefk6+sfonDoVzsCAU=,0.1068,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
Y0XUines//WxxntxTXAKUGJd6CaJy77iSZr0JZgzM6I=,0.5,자동 결제 해지 또는 미설정,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,플랜 가격 관련 요인,결제 및 구독
2JsIntoQQ94RcOptbW+yKG/+nu52dxcXKbiTBwfm1D4=,0.6562,자동 결제 해지 또는 미설정,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
A/5gjYgkzBm2U26DmbvXt8B6lxfLQw2InxQk5S9VGrg=,0.1003,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,음악 청취 다양성 부족,콘텐츠 이용 습관
tRwANNkFHcQUbH/UARbmvnmLK1NBLn/peuADJtdDvdY=,0.3055,결제 플랜 기간 (단기 이용 등),결제 및 구독,지역적 인구 통계 특성,사용자 프로필,전체 스트리밍 시간 부족,활동 및 참여
IVpbA2kPR+/glTNkhl7n64W+3f+rlvDuWgqmYbgmGwU=,0.1445,50% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
mZZvklGQXZNea6PqklpNFJIBe09bRE07t80cVJiRXNs=,0.1232,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독
4v1VzzrHZsCkNTIissyJklXsOD8YZ3h/tw0zy/pX17U=,0.1195,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
EvucMUx213sOvfO/ylc3YAXlqUvuKFXIZ/lLbgDTWzw=,0.5456,자동 결제 해지 또는 미설정,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독
kVqJw02TkWk+Ml8adrhBW6kPFk1ogQ6eUDT8PlZvumA=,0.1849,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여
396A8WLn+YXVgTebpzNPW9QrjrFduF1cAqDqruBy4p4=,0.5511,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
3k/CJ/Eeh6j/Tu1619B9n2osxY3zFj6LtElGAYcOcdI=,0.1104,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
QNa9sRtu/8bB2wLt+DMoACwiX8o7uRwI0Je9//E66Eg=,0.1136,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
bx6xOqM2aMy3e2VKz2uratZBlV/9cWweOMsSqydR88s=,0.4653,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
2q00SBI0Jo3KYVDt2U30R3WsOXTYViBoQI4o/BZ7zqg=,0.535,자동 결제 해지 또는 미설정,결제 및 구독,지역적 인구 통계 특성,사용자 프로필,음악 청취 다양성 부족,콘텐츠 이용 습관
hCRQE5HfMBZUSHBg7/i58BUQqOXQi2gUs4T3MfcydRw=,0.2438,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여
g6hXsO0CohgyschW1onNeCatm0Pze1+dC2zcVpBaF3Q=,0.8575,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독
T2nda8jiLiztQNAYs7/79N4pDXXT/gZNze7AO4rEvZQ=,0.1172,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
vt9tG9ayiiemngggK7oj6QoueMHsgMl2bdt+E8kH1Nk=,0.4742,자동 결제 해지 또는 미설정,결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
Znus4HOiCgmJ1YZP2JRKotFiMpdNhRqRMmB19s6EBII=,0.2735,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,75% 이하 청취 비중 높음,활동 및 참여
wVibLM5bvZ4oz8hBzoOM4NIXJvri6wdU2eML81SJoA8=,0.0829,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
rYAFkXyAdQqz38altlpzZ8v1SIsQNk9Cav5Ngzyg96w=,0.0944,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
n99lO/jVwbGgRgmSyDq2YpHRSuxNYdwfzyizS4H6byw=,0.0768,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여
O8NKAabJbM3cZLvSFddNgykKJ1DUsV1BfbCn+50ERI4=,0.1301,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
JC0i2kpVc+B0G5oeLa4oQGDlDS9gsII6krOgo9CPf8A=,0.7775,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
9NJGvmJpOFGlUjxQNG6/BkornziL3MIYn1Wl33OBUA0=,0.1574,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
6An5DA+epqd6BrP/fl8kO/Z8zGquNPcnTQLF3YeGB6k=,0.1595,서비스 가입 기간(장기/단기) 특성,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
JXD5O3G+vcEK8HDaUxUdXfqXKA/vq03dHSCPAMxfBtg=,0.0949,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
GMImacpdT5b8nQ+pUwWzrUJt2CwVojHorRi7IcSUAmk=,0.4658,자동 결제 해지 또는 미설정,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
q1jBBKV0PSvf1iFf2HgNg9Gn6+VcVMmv/IHxI/R4RcI=,0.1128,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,98.5% 이하 청취 비중 높음,활동 및 참여
Hm7yptGn0NjPM5YSoO+2lg027tqEDsfYevVpuqPu7hc=,0.5069,자동 결제 해지 또는 미설정,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
hnj+SUFHoweLlmzdav/q7C5QqZhS4urLMsdq8QFzRHk=,0.5683,자동 결제 해지 또는 미설정,결제 및 구독,지역적 인구 통계 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여
oyIGD0C9Pz5RA7PhoIY01ATVALVBiPkUCpKNufgt29U=,0.1777,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
MaTyv710DQVNbDT1IPoyflMbR4neLlK0eNKqr5iJFZo=,0.1915,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
KR7iF3pi87/cpANDp8ts7jvTOp9bgcS9J99ZzGNGmXk=,0.1458,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
AfSrqEbtraEHa9hvC/SOAgarl/JPZy3YyOGX9d9GudU=,0.1588,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
2DdgK+c/As8zkzR6X271R6ZNYvONrSxTf44rrtbRvs0=,0.7043,자동 결제 해지 또는 미설정,결제 및 구독,지역적 인구 통계 특성,사용자 프로필,음악 청취 다양성 부족,콘텐츠 이용 습관
wD5RpgL0koUt2pK6EAx97If5fbmFFccfceH6ekUS/Ys=,0.1113,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 청취 다양성 부족,콘텐츠 이용 습관,98.5% 이하 청취 비중 높음,활동 및 참여
dPIKeZKH8Iwwm9wROGz2hXwXOch5x3jwA+CDo/cyiw8=,0.0916,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 청취 다양성 부족,콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
YfEf48bh5p37GAaXG/WBFYrk1uDIV/RcrEEX0zm/MZk=,0.1365,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
CxyVnh6F9YhOLKOJQXpuvrstilCkva4WwTor6Xv+l4M=,0.4375,자동 결제 해지 또는 미설정,결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
i2lAm6V1N6xYIJPUnqJ8097V0SlkrwD6HkhImELk31A=,0.1284,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
C0Onq06usdmXQ0dk9ekWkqMUpvMKLpPlAOnZZijymKE=,0.135,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
AthTm95U39YOWhW5lp22NO6FfB8ssfj9qMw996hICxs=,0.1172,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
