msno,city,bd,gender,registered_via,registration_init_time
l8M+oK4zl/wCg8ZI33UyzTmINJOh2l/Az6qlUSTRSuM=,15,37,male,9,20060713
YnNuTeD5CbtRUX3iJZf+qYpXSN6bY1VVO+j2UVLlblI=,4,28,male,9,20061012
eXgPgCWVpL7E/aWTi8/MCE36lw56JNdU+zQw+T4SlAk=,11,33,female,9,20061101
/GIc50HD7pmc0a8t80k+XOQGrom9iYKefgO5sjNZcIM=,4,47,male,9,20070507
nz6ttDVVAdqeeLbX8UZfsVIQbhVEXyXZ2sxJCfiXz3w=,4,30,male,4,20160730
b+oSCI/qo39iMwoL5xqSiVv+640J+nFm2+5Yt9GnGjo=,5,30,female,9,20131029
hzkjOZI7qAtJRQOHyQxAdUtqJSGQvh0qea6tNOZR3aA=,15,24,female,4,20151213
nYLfOGzdbg1FuW7WHTRuFZBTmcHkFILYvJIaBL4ewkw=,8,24,female,9,20090526
CHMea+Eqnchspco2J6y4xlSRkvreBHA4aD78yMyIso0=,13,29,female,9,20080228
pe5y6b37+shtUwfTQvflXQuDvChtv3HL85f5f4hSCwE=,13,52,female,9,20080618
VAVy6kp5sMz5VmxHPZM10Mo/h2+d6zdrOMgLS4lUbKo=,6,23,female,9,20080703
W+58sej0/ghoRzvPkbXj9AHf7GulbOXyeQACkAhVXvc=,8,24,male,9,20081116
vSHccUXqyOH7ae1Zb72U3SUVrfaM/RmstWlBcAdqLls=,22,28,female,9,20131104
wv411LHs1l92vtJiwjHq6CfrshkT9kydfKQAXUJ+nYM=,13,25,female,9,20131215
cY9fZWHjbIkFPqLA4fAmXroM5PpQda179wC4WxHQgpA=,14,31,male,4,20160901
5fx8pZVDGPt7ZpVOjJw2/RnF96Z+lqjPa6RqV6Q6b/g=,13,40,female,9,20060901
nhv3mP+lcqnqQttFJuH2xsns4EcQ3clDVKHkRnOm2nk=,11,47,female,9,20061104
cVnX50z8mq3uVcpTYodULsE26i4cRygOqZOzXHMgzxU=,13,34,female,9,20061228
u1AUk9IJ79zy5VJLgEQ+OzcHfMZUY5V0IWJ8iTWcaT4=,15,25,female,9,20080216
ZdJteDvos9T+xLQztWyTffvN3WMuSxUhQl2U8TRrU+w=,13,22,male,9,20110624
CSi+10oOf9ShkR4frgIblgb0ffdGisgZR2bMNOH6YBk=,11,31,male,7,20101112
S+Ma4KZpht2At5IosKsQ8WM6g6XiNaO++YW6f7K4quI=,8,25,female,9,20101114
uNDMl8NHGT/cG9tYuYh8nYTmLarZtjq2iVndKgfCWWM=,15,25,male,3,20131003
uGW5Ol6xAinOiwwYLKS1hTLcZk8ua82iyOAXiyibcRw=,12,28,female,3,20131025
MdfxVK2Y/kJUjd/fwy48Do0hkwiNvamnz6+q6oLaHTs=,15,24,female,9,20091122
kzZl86f4kIsr9o6WDPPZQq9c1ewRqs0t8abGE61+BAM=,18,36,male,3,20141022
cb1qs1H1tCXT8KB1zv1fCZXyHTwYhcntEluQV2wE7OY=,4,23,male,9,20141103
Os/n7pn2OejEFGlKlZSggOu2Vb33FF/tAJtK7peimTU=,5,27,female,3,20141115
bt7XS3pU/1Ue/eukYOKfX98Y+s8zex/cYg1gNOaJBLA=,16,22,female,9,20090715
dRhpVhzbr7x6GYGqYbUv2el2/FGphSeNwXbHIiDPwYc=,13,34,female,9,20090730
gWRR+J7OHoolx+r8EO/fD1fIO8cH76mc0Z7WCTmA0Oc=,22,21,female,9,20090819
UaN8OdCUOk82GIjQ32Y5QBnUdFHjQhX1z8mIw1J3weQ=,6,29,female,9,20100407
SBx32aUfJG7OnzurGzPfuOwq2qYn/7qX/4R4vJLmTaA=,15,36,male,9,20100613
WS+G9CrJkRbN2Irhr1WaSGZIoPOLdjJZ+sVviVACD7g=,5,29,male,9,20100830
Edsd1xqWEETFYkWgAtYxNwSuyGZGeUlqFvas7wOOmyg=,10,36,female,9,20100929
KzK1Tvj/YKvxIoQXXoyeEC8pcgJLdlChXYCVOGwvC0o=,22,23,male,9,20120330
lQvGHvEc9Y5IHSBR1GNw17l1Yose9Qm0Py09B75BR5A=,13,30,male,9,20070620
L/pb2DXVSLFP0Cv95Pa5iQUX5p3zyNN5rtn9YB3E2Ik=,13,34,male,7,20140806
A0P0JEzFe27KCuINXkgYMHNApt8IdO2buB6dC6BwkGs=,3,52,female,9,20041103
swt63EdvyDVl1I0p/V1SVyXdQZOBQelVgpGpnOJLZgw=,13,45,male,9,20080615
rsBo8Cge2C+LedzNY3NKe/LI9Kfwb9d+UhUj3B51Haw=,5,35,male,9,20081106
BUxreroqIW13CUvyEPVFhSY9ht4152if0/VlxzEOprM=,4,27,female,9,20081206
iHntxtg70n9hO1VAvgXdS+7fPd5+p33Z4F88950JqoY=,13,37,male,9,20060605
urndtUlRZiPgbB0BvuSqRjyCWGiFLZaudkS434J1G7M=,22,26,female,9,20060717
oQmFZ0fVyPUI344QXYHQbMDwUM+BS79QlMebkT5ggUQ=,9,31,male,9,20061002
wtTXhcKbLJdqIC5Ihw056ix/6PxSSjsWQa+V6rjGs1I=,4,32,male,9,20061212
ucK1LoImCWpUGAv9vqOhSQBpSz/zJ4eJ3FPU1YZgeQo=,7,35,male,9,20070309
TF+b8gzL8Crx1AZVmWLEHYRHRFkggQsK8CVH7XlJsHU=,22,24,female,3,20140704
rnakbtArDPtazioxsNkmDvm0nes4C9Dd+CtBtyiydzI=,22,36,male,7,20111114
HdhywV+dyItEcJ/WlZPUqA3ETcQzYG7z3T0IEerjWHo=,22,20,male,4,20170109
xYD0gO3pJMQOQ4ul56l1rGgfsKomHLehkg64wKi9/cI=,13,21,female,4,20151227
JiVhRhmE244ZbNu9+co9acsFXnPM7KH/aCZqh9TcDvM=,13,18,male,3,20141007
6uiWGpySby9uehZ010SXhNaAEFHh4bhxSx3fHzLizzQ=,18,19,male,7,20110921
ajDrUWYW+L8lVkXpRKSwFE0O6eZnfzM6gcOumq4WmxI=,15,22,male,3,20141030
pHudbc3u9qZb8dN1fn7Vy8PQuneGXwIoprcTtpq/eI0=,4,48,male,3,20141106
+w/BTcSe7kiLYTWEOqF9VVoH3BQI2jMoVucRLJXO9tM=,13,24,female,9,20060802
xZEypVZ6bentljlsw692t+pVeqe06aUOQG/nFHRJ1FY=,15,24,female,7,20161212
duuL4sC37bBF5P68jhXR7stOUs/6tc4kfzs2iruqJ1M=,8,22,male,9,20080221
71bzvwpyXXvdmiaBylkgCoBma7VbAcTVTNxpcm/H69Y=,13,34,female,9,20100526
U3rV/R1sdJPmXEtbLG99YWg7ho6pXMmGgRtbDrnbIIY=,22,21,male,7,20140507
lHtYscRpKIHD6uz36MXGIbDLFFxKCvjSsN8nA75jDF4=,15,37,female,9,20101114
la5D5/BEAGttntMsbCdAlR3CnhrfyD1xwkjVXr8gots=,14,41,male,9,20101213
zagcUSzPJFKX1nxpEfSX3Dul2CeX8R+mOM3qceKZHc8=,13,26,female,9,20090327
jY7FUnqkHRTc3IWPD7VfIxN1/j9khA0YtwZvCkzn35A=,22,30,male,9,20141214
pZoOpJXTe3gJo9t4fMG/3BsZFDtohMon78xHSdrWbEU=,6,19,male,9,20170209
/FvDPRE/d4+Hr6QDQ/VDiUfkXcVeWMhtdLv+DaX9P4E=,9,17,female,4,20170209
O4LPlyh/XOsgEBID1qxwOR5x6CCDfyPVIh5i0zOHeL8=,13,16,male,4,20170211
KO2fLVdB13+1XZ8Y8ReKOpDkXieWtECJwZgelRmko6U=,5,41,female,7,20110306
PzE2d+H/sbakpjkcE2U7lPacWhzh49Z0YsjL+uDS5FY=,18,28,male,9,20070703
sgV0s9jbrz7ucA9LpewAksIjm39zpMhRlB3WwrExMWw=,13,38,female,9,20071217
MINoStaS3wSvF0+DlutMtXZkLqOyC7v1aqiJUrdOpW8=,13,22,female,7,20140611
2Ug7PXwHjEM4T+9DkI26WUQDthntpTF5STl3yBliwtQ=,14,37,male,9,20110912
w5qlIcfIs0uKCaNUf03blf26JG9MHMpzyR3yjiuFeVc=,15,22,female,9,20161128
L26QcgScdphIAg3OSsNR2qHoxmHeI/+Le2tjchwRzyk=,22,29,female,3,20120122
R9e/vzGB9Xvwgu3ypdL5VEMuQPOXHwz6S9hEiN3lgzU=,13,32,male,3,20130531
vN/4aH9j3KEv3gH8vN7n23/jeohzQBKg0XQRBAcVNU4=,14,40,male,3,20130701
pJwVGTcFRMqw6z++MqKWTdxONTk8OmropIxVqPRe79c=,5,39,female,9,20070703
vi0s0DF9fc16b0bsJp9RMi17gxsn3iPp6dmCk0IC70s=,13,29,female,9,20071028
SVoyhT9NnVkthPZlJkpDkB4kJ4AP08UskPECa6u9FHk=,5,53,female,3,20120424
tgz+ASyUlwWjS9NXP7QCgsdcULW89Ha6JPdnwQeFBVE=,6,38,female,9,20120607
AQGZ0Jq8qQIojTHzLYPmZaA3l+WZyK5PmMmI3iMvykQ=,4,19,female,3,20141012
S71OsqT2pGUFsbH/SKthfOtG+0eP7YEZNcXBEDzxYKc=,10,35,male,9,20141015
nt0D/KLWlPvF4zDgWKTA7z18EF7jgJZ3CjNz6rpMmy8=,13,32,male,9,20040727
bHVt2Ax2B+QABwP6XbFrhTwdPM1XYgEeY1zpc4GS+YU=,5,34,female,9,20050430
3uBzFdjJuoFWsaYH5ttt95xX5rJjATa4/EXA5e9CNSg=,9,37,female,9,20050512
pOmduDM51PcWL6xhnrbj7b5U27WueJ8KmtIb1B8SrVU=,3,31,male,9,20050919
ufq8Z66QY7eqavgqEB+HbY6qpWoXz2LNbyDNf8Bq0TE=,5,36,female,9,20070530
PYBy6x67MGv3EUsItlVJx7ZM63QFRba7Ga2IcG2r3Vw=,13,44,male,7,20110726
X8Bu+qFh5duxqBIHFDNGEP79zOcadcIRRwMZu1Pg2vE=,15,26,male,9,20110827
9VgeXtUA1WhOWaA0ylgLJnbqQa+7KiB5BJxTQV9u7dw=,13,36,female,9,20061021
NdwLXKvGlDm8VzaPdu51V0/YeG4qSNwlHgH6jHzQNG0=,13,19,male,9,20100529
f9G8ARBK0jt70dRLcz/xWpjiT2GFA0BpZCRj+bEBzpQ=,4,36,male,9,20100825
uElRUN4jfBanDjJ9Xy5NlPWQjY6QsnDWn2f2+zGKYNg=,18,36,female,7,20101022
/NIdw6gIXM0e5Cv/Nb4sI0Wv3jEytCjCbzwbnGg1oU0=,11,26,male,9,20090812
rQoWc8SmiDTGJ7XhP8Y3pH4v+r3a/I2bFi6G4cjufCQ=,5,46,female,9,20101227
zxs+SPlliv5mcPTyJ8oebyGZ0tu7GIYs8D2Bizzom88=,13,29,female,9,20110121
sbtHLE4cIU/KDlMDjtlNE/U7RiRDuHMORiSpmvRMv0A=,13,32,male,3,20141110
oQKKVMM90q0SsyWugx3gselLjYqbUgLYzb0Y2+/zPNY=,13,30,male,9,20120224
3c93L7v+mdXmkubmaTiBsqxZCpvkk+LaoJP6FCzPWXI=,13,28,male,9,20120322
v+wU/doaGw80LccDsE/EjmYmqcqhBoYU2P1rSSyduTs=,13,38,female,9,20071125
eIyCovtQjqvLmptBYpqVOmt8No6gExeCiVwNrfP0udU=,6,40,male,9,20080108
vTpwD/ntHvI4aK2OCf2XtCoOFAt7Pf5MQKuKoIyfe9w=,22,23,female,9,20140503
Lvapt4B4Yhb7q01pxIOVjIbQaaon5RXkL219EZjWsW4=,1,18,male,7,20140504
RS/V5estIWbWYAYZqEEn+JuG4ZPPZYnIm6qMktt2IPE=,4,32,female,7,20140628
jqf+IxsrV3fQapOXqcrM0jbAxqLow5PjOznop5iiCF8=,11,25,female,3,20130201
dLfmxrIOaOcosy+qO4pa0dA3jr7XxMox8BIx2r7xMhM=,5,33,female,3,20130211
ndI5gut7apuct9tZj0fo9jS/Ct/KMxkAgw2B/gDOImg=,5,28,female,3,20130302
s21tAks7MR7PAeEC+8al2b3jDslq6aX5f27eCJ8dA1U=,1,29,female,7,20141010
wZ1JR8chs3xlcfcaaQ/QhaTC0BBu88DZ6juwctD5xs8=,22,25,female,3,20141221
2H8p+XKSjN61s/u+53qvQrxN7EUR74lSrpEt1kL/S1Q=,13,29,male,9,20090712
7IMLdVlieL/qQaP3ly14/Qt1MEzdjkSiKd0pNV3KaIs=,15,28,male,9,20090817
wsFjH1TUt4A9jtQN27AmeeSbRx9Edm4Fc7hCviDGz4s=,9,28,female,9,20090921
T+BQElFXipozi4tNEv1PkN0ZU4QI9rgsG7cJt1g280U=,21,26,male,9,20060522
BhAkpi7NE169RKT+u598+gnXd7OzEpBbyLRLYgl4pRM=,15,24,male,9,20060619
VB8EmcuNYVBR9vQzMY78pg4x4wZJVP/6Xfh+KM0I9AM=,15,24,female,9,20070102
26hoO+8PMHRQIM5nZTgI1J2+RaIl6y6zEsBA0x7TPMM=,9,48,male,9,20070120
QuJnX9JdJsWYZdYyjWBG8rkHN6lufpgDVWkIGEVKKm8=,5,41,male,9,20110613
Gvr0hCERy63EsUZGIQqSuErtj1Qgf0F83TLzorBHBSo=,6,34,female,9,20110614
v4EcbTH6snPdDxfPw68gSO2dFbYd7vRb7cva2TdLbCE=,5,39,female,7,20140620
ey9xnSJkiiY5axlLnJT1NZCAYIG455uZby4sCi7NjuA=,6,30,male,9,20120316
dw3ja1RqBjl/6V+GZnn+3llwN6hJPX0dBx1f3gHMaIs=,15,28,female,3,20120317
13P1Afk2EwTKAZT2oVJTj5H5QvaRrY3b13ZJZti0jqk=,4,31,female,7,20120326
x0stAKYwSx0dftO/pWJ+KK5IOD2NT2srzcOKHrtQlvY=,13,38,female,9,20101019
Z7RC3ynp2H4DzEPAXBCJXHxmzhcP7JDYpp20/IoV4PA=,15,25,female,9,20080201
KBHU7rS0L0/hY9DCPHGkgiqTfi7SkxcXaNHGeROHvmA=,6,42,male,7,20130506
n43dk/wGMl0hVd1GRmMbcN1MamQ6ny4wd86z1W1CPy8=,14,21,male,7,20140531
t2NNGXAUTNvlEs+f13yyyN/Pyh5LsaVfyAdiKrgvOh0=,15,26,male,9,20080309
XdFn/C0jAQB5UEXgm7Rij2i/Mp3gr5eqlO3AyX4pgzE=,8,23,female,3,20150208
avBH8S1PcTFT8etIazKzt8FM3dbUvIWGjCl8ucg8oso=,6,30,female,3,20150225
ADvcXSwFItKrfcZ8YwIMzaZuea8j7n8tX3Xkk3m6EHs=,15,16,male,4,20160411
v1rj3Egs9IM+Oe8LU8IqWhIA+1goUyH+uhVvGcILx8g=,17,30,male,7,20101209
hXo510F5VoHmTPjnxGJgO4c9w/I8oL+4Iu3Vk3dE0Xc=,13,44,female,9,20140106
XSq8t8Z72w14g0jo6Ezjzrq9llZVMYcl4JFbv1vSJOM=,22,25,female,3,20140117
J6Uo6ariybvYvnup+6Q2liH8VodowgnVHPc1yKiHZRY=,4,21,male,9,20141024
389NBnpJrUTd8wvnWfMdwu3Gnn6t6iRYtS+vj+K2FDM=,9,43,female,9,20060330
2jqJbuzoQT5lsJ5fu908Nh18iaMdQYtz6bhhmbDq9kw=,13,24,female,9,20111126
5dGWMv9qqso+jEkFiwXeJYbstaS//emgZeoWbumoAJw=,5,36,male,3,20141117
0DcoTVtLfx2CoxFBjsiRJVwW7LaH5TBueSBvBE9g2u8=,18,31,female,7,20141118
GM4X4UYP6vGxuVkjqab7d4FiGcG0Zt9yBy99pVtiOr0=,8,18,female,9,20141125
zl7vaL2jSq/ATarp8lMCcyeNh8rG0Ibp8L5To6YLPR0=,13,24,female,9,20141204
yK/9uWyq/zKAb8s7DKt4OL/ddkZ5tQoME6mF5F4HiNQ=,6,29,male,3,20141213
snG23OQZZJnDcFBRWy4tF0XKOri0DOPva7pyCwhBWTQ=,14,23,female,9,20080202
Ip9WMfvqzmPTHcOWz2q8nLPVZUgh45O+mw3MhdhV/6M=,13,31,male,9,20080208
8HoUHfuh+bLurdVjHEIsLgvuTWVTdQb+C7H2OctbCZs=,14,33,male,3,20121117
KPdIU9dg80gLjiqyzvztMtahWZlI96a0eYG9Psuvvcw=,7,11,male,3,20121223
T5kUg84USHTC5flpKPpZ9NC2Do336UqrET8RcCGTjVU=,13,30,female,9,20110711
gWQiXCwuzSIBifu32AhA/S3rPMbO9TUUz3wanrFnqc0=,22,26,female,9,20110719
iH+kxXQH2KyX7pfiZr+N7EXNE7Fai5mbyfREQcBizDA=,4,34,female,9,20100808
SRfryN6XCzfY4JV6aHZ2iIWH0Vgb3iDkg48IHnvOFHM=,22,28,female,9,20060727
j9+OJyT7JvJqH0Htwcs5PS2TF8fKNKvVA+Zku2/VymI=,3,35,male,9,20061023
b2RsWNwsQgFOnXIKOxc0/tDxnv7m3YGFxHFPY8hfYFo=,5,36,female,9,20071008
xGktjss4nMAthhbnex/GpSTNfnUsTfHqpl2TysceMzQ=,5,38,male,9,20140418
jjCtGIHB3vIaWGDC0FjBmyDf04v9vBqJrRuQqdtafDQ=,13,43,female,3,20120518
30cbFA2xFy/XDFcm2MPCu7yD0uRUTHwiQSVtfGmMWMA=,13,33,female,9,20120606
JtQxKw5fPs2jMPr2bHo+5MstpVswyNo6Pnj22QFJrMo=,22,19,male,3,20141007
nw6U3WXo5YnG2Kf87cw5iuw3d9lBJ3FNq32ojCkjS4c=,10,30,male,9,20091130
UIuqWZZuHny9EE4fVrTefI5CEUJN2N9sg0AAPmddV9c=,12,22,female,9,20091114
fpLWPVxpG9ZlPXQtrpKLpjvPv+yrBSm2p/eDSNFSnwI=,4,30,male,9,20100129
ow3ewdtMdjggmnmlozduurN+PtzxfQ9f8yq0Id8ZvQI=,22,27,male,9,20100130
/tcdH0qtOTvLX3zyfNZQL3TmgCLlo9wpEO8LXpFcszM=,5,22,female,9,20130926
Qdzyt7XScr4e407dXDgDr7DTJ3aqS2BrHd3eUwTqYy8=,21,30,male,9,20070617
8Dkj2/KgL28RDK8HnbXdscJxbcHs952OcO8mzcyctRE=,8,40,male,9,20070214
MrVWb1enTBkOmghVEnzBVq2N2fBcgOcWu8EH4nAc2IA=,1,35,female,7,20140515
i5jb3DiocmcoXYbBDpRpGKymBJAXCq5xXPJUhjvAbJA=,6,41,female,9,20060503
RYDAMccfLOROgPvNuslLutcHK4vdlDCniUmSmUT8bEI=,15,29,male,9,20060823
thESFO+ira4OYDZZh12YqUXh5FVFBoRvCL2WvTZ6YMk=,13,27,female,9,20061015
gCs/6SpVNg2ecOTCY395HRNpT7fwv0Xjai+BNlO/pqU=,5,28,male,9,20061217
vSSU1tsFkSaFiuaOzNTzX95z8m1GHR/Q/8LsQKRlCPc=,14,24,female,9,20070424
+9ycV8EzY1LM4tUcFqMeh3iewIkNsBTgED56FyZxNug=,6,33,male,9,20130403
y3NQe7J4GmlpxthMenjb8zu54GdqRnRLmohvzqigDQk=,15,24,male,3,20150703
l3w0QBbSdM7vW9vKiC1vCwgI6u5ldsyguGflYjAK8yo=,22,31,female,9,20041016
LVDb2yjS9PcLDuJn2M0Fqesab01QF8Hd3Umn39L1GS8=,4,25,male,7,20130508
i/qOzkR58Pt6vpvUXA27tN4uRdqJuwy3J88HEn2aP4A=,5,25,female,7,20150918
p8lqo+ZLYyXKHsD7CRJv7IquftZxSyy5N0p4Lwy3JiM=,13,35,male,9,20071209
TA6xZhe6Kn9VIgBnwropQst6u/J0aJ8btjI7GynqyLA=,4,27,male,9,20090504
sd/i/auTrzRqhJGJtD0Nv0CXrukWe+dGrAZRVLg4cGk=,6,37,female,9,20090615
ESfYdSHoV79yo7bmIynugANZ7A3Gb823c+p44EnhL5A=,13,26,male,9,20100121
Pp+UuMYViP8sQJEjjRv+4Pm8rBqwEeuDCJWVcxWXllQ=,13,26,male,3,20130314
gG9Nz6Sv5dU0CqnjR59eqk4bcJ8LO7DTDAqTI6y67VE=,12,36,female,7,20110708
Qz++EXPAQYnc+Q8pFYdawzH/LaqdlyLNw7oIV0lX2bw=,22,30,female,9,20070520
3X9Cp1F0AAHQX7ksCkr3uhefWWDB3cxKI9rPBsTa2KA=,14,33,male,9,20080413
3ztLHjrsciE9fPg9O7yCN8UQVpJ1g6svEZV8lSpOyY8=,14,32,male,9,20080424
GSd2jv8t/DV32WB8MVAS0avJ3qGQh68Ne7K2PHKUT5E=,5,30,male,9,20080508
pUaoVoruvQkn9VzEa/Mv8XmOHn+cpSAcJ9f48AHGRxs=,13,26,female,9,20080516
gHBkD8tFbJ9pu3S1tIW+nmIEf/Fy6KQY7CNUGUkVJ0U=,5,32,female,9,20080517
gWIAbF2T9zSpvodkRVlo8JnNyefS4usKj061HiXFr3o=,11,38,male,9,20080829
swjjEjDLRiewVaQIZKo02BBt1dvC5epl8mT43CniqzQ=,5,20,female,9,20081221
qHzq8SrNltWBO70uQG4Cn2weyxIbSgHdR+tus+DNm4c=,13,56,male,9,20070825
lRmdb5YU8O54R6+uf8z/CUtNWsSNhtwy8Q9gpzCEUuE=,13,33,male,9,20090824
p7PXuzK+jW73U09VBBWlBVU7F3Q6YzZjxm2c1nnXt8E=,5,28,male,9,20130812
K0ar76z51HEYTHT0ypzapAH773K2RrG3WDvSq04K29Q=,6,25,female,3,20140920
4xbLADdjRYG9wRwgtBs/od1b7UqnBIVJwOnu9LRFW7c=,22,19,male,3,20141221
fEahVjmJcb7+gV+RgahErCNCB+lVqd1zNZtZ7dwAJ90=,1,21,male,3,20150104
M3qMlrv+p2OEmBkcSZGIdQyEopqr0gIuPBB3A9p3H2g=,22,29,male,3,20120916
jVygRYpdF0NgDOa1Y5hQW1wup691Gp0uDeXj8E9pFq0=,15,19,female,3,20121118
IzpUoPIuEycrz0YH+Tqo7kpELu/CT2GTi6rQA3KyVPQ=,13,24,male,3,20121231
cJHrA92lIyaV9l6cSYmOv04SVqJK4mUqEQExYy9e7fk=,6,24,male,3,20130727
YW7/BBkloNu1yenv6OIYyUs27wY34sh2BdYzf+r07w8=,15,25,female,9,20070218
dTuGqCyMcnyRTPtK1620AKFxlffwy7OtXbEB5I3hMN4=,12,28,female,9,20050115
kVWDXJpgjiFGQ9eUFWyErceeMT6KMO8Cg9Xa2lwZraQ=,5,52,male,9,20050220
tMk/zFe1G/F7Gon+qPej04LhxuqFAH4b9fo2KjGQm8I=,8,28,male,9,20050418
xgKvMfsxCqKSeBMu1kbqh8RmHZL6/2DAzgH8IphFTxg=,5,44,female,7,20101002
k40at9iH7kb+0yQltmyOJZD5etxTMjdSX4SoLEb3jyA=,22,27,male,9,20101029
joutheQk9AypEzOQyB5ncDG3o3C/lOnV2H54mgRwwDE=,14,27,male,9,20100828
vHTAVEewER0Q6Gw1sFIcOT0iT+yGZ9+jua7/h2u9e64=,1,24,female,3,20170219
hOJIbiSrKK7kBZLze37wj3fT9YFZmRqErU8kiihY9UU=,17,29,female,9,20100322
jL7HxPI0Ru/AxJ+AQx7j12mzmUuevnue6PISuN7jxRc=,22,16,female,9,20100903
H2lSDumFNQgmKP8+lanSZk0jk3K6TwOfmdiVdSBEpNo=,13,22,male,9,20100228
kzAhwI/kdN7IO63zAokKuWqgvab6GwaM+rwn/6cQWko=,4,23,female,9,20130815
APfGaO1ZaBqD/66WlP10f9QACTQzLdpuA8D0p8s36ug=,18,22,female,9,20110331
0RZ5ZGL6q0dCjMCgS4M1IXPL1wz707gmGlm+Ke3or4s=,14,22,female,7,20161027
LYHE2JUQWw29G+z4aQKX5BBLLvBS2DEW+wc88zBwukA=,4,19,male,4,20161101
1b5xqtSuwZEQN/+Txt1T7Z+kz2u8ziSyWbIVuzMK+DM=,4,32,female,9,20070723
eZgfphVaX7uhg6UPRJs+iSfa0SacA48yXTJk2fef8uk=,13,28,male,9,20090322
Ppt6t1MbSrvScHaN/nOSCJhJ1EAl45U2OjwEwTsdo2M=,13,30,male,9,20080322
xIK+wekKPYHerx1YHpVHTxLH6UU00Z1wwCPpXIbFkVo=,22,29,female,9,20081024
ft7aEUeTefzOzceLUf8Q0a1Hc/rBknFwhrLUbKRqsqo=,13,23,female,3,20131023
7xuSHB6NMGiN6pz9+rU4C2AsCH2Nd8gPFGOmEF8yNys=,13,27,male,9,20150520
/kqsPEPy11215uHvyNBLvT1VSStF5J7qg82a7ITOhmM=,22,25,male,9,20110326
lHqd93SyuAXs0Qmm4WeN+InPyqXLbYRD7TqYacxnOkU=,13,16,female,9,20150625
yA7kaEHxMh0yirB1BJVsE+Yb+k4KIofnQks8++rA4Ag=,4,31,male,7,20120112
Vk/jA86Sf94/w5k9sV/RAl3LrUwEr3WeIIBX9RxqH7c=,5,25,male,9,20081027
8gzdTy7iV616JcpWuQxM6l68SQm+eu6HmdVn9rI70Bw=,14,20,male,3,20120919
x0O33PR7Fbs1Hx4l1WLK3QM9zlE6+SzGzi+IF6OHTJ4=,12,27,female,7,20120925
QwiAU2OF/eh939GUet6T+e3E+bkgoRc8H8JPyqzL0KQ=,13,27,male,3,20130715
GQ8wgW0DjUIQhWB8CmI2WfOC+bfbN11bsu7d7o93CqI=,10,26,male,3,20130825
PlBrUvFWK+B+3vtcq0LfRSJeoT0xeG7qMtb7b7/al5c=,15,31,male,9,20111017
ZyloidNl6RG0rvSiApzqJb01hrJKT577K2tdmmTGPec=,1,21,female,3,20151101
gk8Hc5Jsi6rXIg9fOOWmZsFbMslVIqTapa8FRVveVXQ=,5,29,male,3,20120614
bxmkzuKKDVsjT8CDOY0AyqyAhaL6EZegEfYBRHRV9IQ=,13,28,male,3,20120814
9J8Qx5dZPo8twUqNroiWIAE3C/bnblA5MGABej5AZas=,11,27,male,9,20090509
KVO9WsZEk074++vJuFiCTBIVrzsE7lOfU3qZtOx+IJI=,12,29,female,9,20090613
+Ba+7LbCFYK/vpFAxgemAehDTEUuMu7SAtmqEOYG2dU=,22,24,male,9,20090620
u3yICVyAqnJwAD8F3YS8M6dcjmT0t5BGrmxQkLt4SmQ=,6,36,male,9,20091225
g+BENkxtTT2OesuEzEz3SqhxVFj2pIwEIfQE+uYK8v0=,11,49,male,9,20110720
FLOXbZ8M9FX6wWeBhFcymlNvI4B5MkdCBqQlegxbyHM=,13,33,female,3,20130117
Nnup4IhXCVU0z5kyxT+FRzJqXSOQoRrpNspF3LtYtMU=,4,24,female,3,20130311
av3O4qXYIq2Fmhk15j6UeFdS5ICgQT+vor/M0Hx9wOg=,22,24,female,3,20130315
sZN9ET5MdQttP2AiTkGPjjqHlodJlPiMAn6EkS6uRl0=,13,31,male,7,20110614
ZqZKbK6yiYNxRKldt0MSp38ZAVtUsmRXa4rAHDtL6OQ=,3,36,female,3,20130301
jpKxUoOQM8JW6TTDKMHoZ6q1vH1TimXZQvsFH2z/Irs=,5,26,male,7,20170224
mnue4hP8rcBR8r6DD1PRNxOe362PIzat88r7wzwseeQ=,13,25,male,4,20151231
osKpft5BdFc+8sAX8tCrxr1znn3hVL1+FLy0xLjClgw=,13,35,male,9,20061002
yh5BWkQddFfsGu4Q52f0XmTyKeO8e66khbwghSwEQic=,15,54,male,9,20061204
jBH6fH058nrKw1PhBX+qkaShJCVS/HJiwWcw9tbDFlI=,5,29,male,9,20070830
UGPKkbdA/lNfJgR3Z60qa0btu2lFakKBtSO8NQXa4zI=,9,48,female,9,20131124
SMgujADWOi/7H7AoRHWOwImeuy5+CuJ8E+mxUeAFk+s=,22,26,female,9,20090220
hqHm9C/G9s6AGv/LtIyjXJZc5UH0RUrc2wetc5njC4w=,12,29,male,9,20070726
Jo3H5M4jp8VdCpG+aVjjJt6ntgK9Lbj92FAw05SUjBA=,14,31,female,9,20070803
uPh1kpShClmP2eQkkya+bHwKnSGWZ0yNXYt0+7Hj+I4=,22,15,male,9,20060702
yu3EIHNYiifSclbhLuAgjNGSKGRkJLj1tc8V2Rs0OJ0=,22,33,male,9,20060812
WYqL1Be1f1SLRnzH1+FKcm/A+D/gdOJUMXq8pS2aA0Y=,22,22,female,9,20070314
B9IheN+aHLcW53yGJEjXCSVNUOLLuglJLm4jdnPtvDg=,13,26,female,9,20070408
